outcome,trait,dataset,est,se,mod,Data,name,est_abs,pval,pval_text
polpar,Neuroticism,liss,-0.04430553943513541,0.04434582611476801,under30,LISS,Participation,0.04430553943513541,0.3177503519639844,p =  0.32
media,Openness,liss,0.06798065353512138,0.03695991431095101,under30,LISS,Media use,0.06798065353512138,0.06586994690647842,p =  0.07
poltr,Conscientiousness,liss,0.004402528921062863,0.034712652626550614,under30,LISS,Political trust,0.004402528921062863,0.8990767023063424,p =  0.9
knowledge,Extraversion,liss,NA,NA,under30,LISS,Knowledge,NA,NA,p =  NA
ideology,Agreeableness,liss,-0.07963605067603105,0.039977912513872144,under30,LISS,Left-right ideology,0.07963605067603105,0.046370923544860915,p =  0.05
stfdem,Neuroticism,liss,0.028383419303415574,0.03672023651677345,under30,LISS,Sat. democracy,0.028383419303415574,0.43954371210607346,p =  0.44
polintr,Openness,liss,0.07869471505188559,0.03562623233398685,under30,LISS,Interest,0.07869471505188559,0.02718173303066121,p =  0.03
poleff,Conscientiousness,liss,0.006798616236023578,0.03405428117930121,under30,LISS,Efficacy,0.006798616236023578,0.8417616931746745,p =  0.84
involvement,Extraversion,liss,-0.07550986729369022,0.03432144558231893,under30,LISS,Involvement,0.07550986729369022,0.02780134092125205,p =  0.03
polpar,Agreeableness,liss,-0.02166612966623037,0.04634509298481095,under30,LISS,Participation,0.02166612966623037,0.6401452990135386,p =  0.64
media,Neuroticism,liss,-0.08824024073214021,0.035229049523934665,under30,LISS,Media use,0.08824024073214021,0.012253522931989514,p =  0.01
poltr,Openness,liss,0.09017315644879303,0.03853290472305537,under30,LISS,Political trust,0.09017315644879303,0.019275487992841178,p =  0.02
knowledge,Conscientiousness,liss,NA,NA,under30,LISS,Knowledge,NA,NA,p =  NA
ideology,Extraversion,liss,0.0268746142221071,0.038325665248983246,under30,LISS,Left-right ideology,0.0268746142221071,0.48316750104447576,p =  0.48
stfdem,Agreeableness,liss,-0.014320377762747666,0.03727029589820909,under30,LISS,Sat. democracy,0.014320377762747666,0.700807746905018,p =  0.7
polintr,Neuroticism,liss,0.004938823808510976,0.03504409832955384,under30,LISS,Interest,0.004938823808510976,0.887923911353311,p =  0.89
poleff,Openness,liss,0.007533483476050122,0.035200551390142575,under30,LISS,Efficacy,0.007533483476050122,0.8305345297636012,p =  0.83
involvement,Conscientiousness,liss,-0.015887495914252262,0.034043600583448144,under30,LISS,Involvement,0.015887495914252262,0.6407282441280968,p =  0.64
polpar,Extraversion,liss,0.005823425925635412,0.043206950360190656,under30,LISS,Participation,0.005823425925635412,0.8927859444640128,p =  0.89
media,Agreeableness,liss,0.02093607751326864,0.036142746434273634,under30,LISS,Media use,0.02093607751326864,0.5624131871977831,p =  0.56
poltr,Neuroticism,liss,0.07722761961330088,0.0361227467188396,under30,LISS,Political trust,0.07722761961330088,0.03252306379750841,p =  0.03
knowledge,Openness,liss,NA,NA,under30,LISS,Knowledge,NA,NA,p =  NA
ideology,Conscientiousness,liss,-0.09023161308401088,0.03749088131818338,under30,LISS,Left-right ideology,0.09023161308401088,0.016094672941330383,p =  0.02
stfdem,Extraversion,liss,-0.009782975195332284,0.03553468753336891,under30,LISS,Sat. democracy,0.009782975195332284,0.7830798038181915,p =  0.78
polintr,Agreeableness,liss,0.044223891048871845,0.0358509053527294,under30,LISS,Interest,0.044223891048871845,0.21737056408779878,p =  0.22
poleff,Neuroticism,liss,0.0073449980875077035,0.03516985827014884,under30,LISS,Efficacy,0.0073449980875077035,0.8345703721396877,p =  0.83
involvement,Openness,liss,-0.14676327961634814,0.03668618341528874,under30,LISS,Involvement,0.14676327961634814,6.3207310079572e-5,p < 0.01
polpar,Conscientiousness,liss,0.08320391258698952,0.04191421617754257,under30,LISS,Participation,0.08320391258698952,0.04713334135864416,p =  0.05
media,Extraversion,liss,0.057284013207615725,0.03441194569335326,under30,LISS,Media use,0.057284013207615725,0.095981630311745,p =  0.1
poltr,Agreeableness,liss,-0.002691608480236728,0.036824322299833526,under30,LISS,Political trust,0.002691608480236728,0.9417319327997271,p =  0.94
knowledge,Neuroticism,liss,NA,NA,under30,LISS,Knowledge,NA,NA,p =  NA
ideology,Openness,shp,0.015122134786833557,0.032138368103621126,under30,SHP,Left-right ideology,0.015122134786833557,0.6379748847560088,p =  0.64
stfdem,Conscientiousness,shp,0.04359942411012214,0.03216225218414749,under30,SHP,Sat. democracy,0.04359942411012214,0.17522374939921456,p =  0.18
polintr,Extraversion,shp,-0.026192105702221455,0.03272548243733591,under30,SHP,Interest,0.026192105702221455,0.42350333639734644,p =  0.42
poleff,Agreeableness,shp,NA,NA,under30,SHP,Efficacy,NA,NA,p =  NA
involvement,Neuroticism,shp,NA,NA,under30,SHP,Involvement,NA,NA,p =  NA
polpar,Openness,shp,-0.026208991446979708,0.03573682701939372,under30,SHP,Participation,0.026208991446979708,0.4633212811286986,p =  0.46
media,Conscientiousness,shp,NA,NA,under30,SHP,Media use,NA,NA,p =  NA
poltr,Extraversion,shp,0.03350971529231233,0.03331826947700606,under30,SHP,Political trust,0.03350971529231233,0.31453778316283154,p =  0.31
knowledge,Agreeableness,shp,NA,NA,under30,SHP,Knowledge,NA,NA,p =  NA
ideology,Neuroticism,shp,-0.05463628382237615,0.034659699061908474,under30,SHP,Left-right ideology,0.05463628382237615,0.1149420597616143,p =  0.11
stfdem,Openness,shp,-0.0384106655507574,0.031231348502312444,under30,SHP,Sat. democracy,0.0384106655507574,0.218743787652508,p =  0.22
polintr,Conscientiousness,shp,0.027772920238429984,0.03162223025834584,under30,SHP,Interest,0.027772920238429984,0.3797961129202148,p =  0.38
poleff,Extraversion,shp,NA,NA,under30,SHP,Efficacy,NA,NA,p =  NA
involvement,Agreeableness,shp,NA,NA,under30,SHP,Involvement,NA,NA,p =  NA
polpar,Neuroticism,shp,0.06469965617671744,0.03782105151840479,under30,SHP,Participation,0.06469965617671744,0.08714049587951184,p =  0.09
media,Openness,shp,NA,NA,under30,SHP,Media use,NA,NA,p =  NA
poltr,Conscientiousness,shp,0.09647461226662199,0.03216954998822292,under30,SHP,Political trust,0.09647461226662199,0.0027091893907076163,p < 0.01
knowledge,Extraversion,shp,NA,NA,under30,SHP,Knowledge,NA,NA,p =  NA
ideology,Agreeableness,shp,0.008817666939362739,0.03483476775710969,under30,SHP,Left-right ideology,0.008817666939362739,0.800169039630856,p =  0.8
stfdem,Neuroticism,shp,0.0029186969782756802,0.033374862998088124,under30,SHP,Sat. democracy,0.0029186969782756802,0.9303122743315315,p =  0.93
polintr,Openness,shp,-0.10854966419183193,0.030325328910509146,under30,SHP,Interest,0.10854966419183193,3.4424576077087427e-4,p < 0.01
poleff,Conscientiousness,shp,NA,NA,under30,SHP,Efficacy,NA,NA,p =  NA
involvement,Extraversion,shp,NA,NA,under30,SHP,Involvement,NA,NA,p =  NA
polpar,Agreeableness,shp,-0.008046476366561008,0.03750188884306573,under30,SHP,Participation,0.008046476366561008,0.8301089047294132,p =  0.83
media,Neuroticism,shp,NA,NA,under30,SHP,Media use,NA,NA,p =  NA
poltr,Openness,shp,-0.014355267511931495,0.03124998934332533,under30,SHP,Political trust,0.014355267511931495,0.6459694089238008,p =  0.65
knowledge,Conscientiousness,shp,NA,NA,under30,SHP,Knowledge,NA,NA,p =  NA
ideology,Extraversion,shp,0.005872054175189583,0.03479585358286669,under30,SHP,Left-right ideology,0.005872054175189583,0.8659875490400624,p =  0.87
stfdem,Agreeableness,shp,0.01328913003762877,0.03321776070691946,under30,SHP,Sat. democracy,0.01328913003762877,0.689111600089516,p =  0.69
polintr,Neuroticism,shp,-0.00741319613214297,0.03291627359637424,under30,SHP,Interest,0.00741319613214297,0.8218130235128402,p =  0.82
poleff,Openness,shp,NA,NA,under30,SHP,Efficacy,NA,NA,p =  NA
involvement,Conscientiousness,shp,NA,NA,under30,SHP,Involvement,NA,NA,p =  NA
polpar,Extraversion,shp,-0.030560116425337902,0.03708382708744601,under30,SHP,Participation,0.030560116425337902,0.4098929358967118,p =  0.41
media,Agreeableness,shp,NA,NA,under30,SHP,Media use,NA,NA,p =  NA
poltr,Neuroticism,shp,-0.020434701041236816,0.033510356010731004,under30,SHP,Political trust,0.020434701041236816,0.541992602343444,p =  0.54
knowledge,Openness,shp,NA,NA,under30,SHP,Knowledge,NA,NA,p =  NA
ideology,Conscientiousness,shp,0.025010426091259,0.033720816428248236,under30,SHP,Left-right ideology,0.025010426091259,0.4582745733623316,p =  0.46
stfdem,Extraversion,shp,0.003670903467716936,0.033312867742629496,under30,SHP,Sat. democracy,0.003670903467716936,0.9122549178359896,p =  0.91
polintr,Agreeableness,shp,-0.06583820801790516,0.032591591519970264,under30,SHP,Interest,0.06583820801790516,0.043373225916356395,p =  0.04
poleff,Neuroticism,shp,NA,NA,under30,SHP,Efficacy,NA,NA,p =  NA
involvement,Openness,shp,NA,NA,under30,SHP,Involvement,NA,NA,p =  NA
polpar,Conscientiousness,shp,-0.008059860767301193,0.03628873248364694,under30,SHP,Participation,0.008059860767301193,0.8242331787533131,p =  0.82
media,Extraversion,shp,NA,NA,under30,SHP,Media use,NA,NA,p =  NA
poltr,Agreeableness,shp,0.05270171073805438,0.03302771102158906,under30,SHP,Political trust,0.05270171073805438,0.11055989892980256,p =  0.11
knowledge,Neuroticism,shp,NA,NA,under30,SHP,Knowledge,NA,NA,p =  NA
ideology,Openness,lapop,0.02673284379399066,0.013259264897404909,under30,LAPOP,Left-right ideology,0.02673284379399066,0.04378289855239884,p =  0.04
stfdem,Conscientiousness,lapop,-0.03034281183308207,0.011061805610059861,under30,LAPOP,Sat. democracy,0.03034281183308207,0.006087600871257177,p < 0.01
polintr,Extraversion,lapop,-0.03545263972883693,0.011111231216048168,under30,LAPOP,Interest,0.03545263972883693,0.0014192705389486015,p < 0.01
poleff,Agreeableness,lapop,0.021420622459878216,0.011289889926404324,under30,LAPOP,Efficacy,0.021420622459878216,0.05778468292538986,p =  0.06
involvement,Neuroticism,lapop,-0.006622311410796774,0.011380513818330076,under30,LAPOP,Involvement,0.006622311410796774,0.5606346075574111,p =  0.56
polpar,Openness,lapop,0.017151632162608572,0.01096083471545159,under30,LAPOP,Participation,0.017151632162608572,0.11762728672760135,p =  0.12
media,Conscientiousness,lapop,-0.00837544234676889,0.011255227342191327,under30,LAPOP,Media use,0.00837544234676889,0.4567929930311609,p =  0.46
poltr,Extraversion,lapop,0.004301810436219115,0.010978356033331305,under30,LAPOP,Political trust,0.004301810436219115,0.6951729777443098,p =  0.7
knowledge,Agreeableness,lapop,0.0021958647034809415,0.012018748350406743,under30,LAPOP,Knowledge,0.0021958647034809415,0.8550308447330839,p =  0.86
ideology,Neuroticism,lapop,0.002422696645580671,0.013264513405306965,under30,LAPOP,Left-right ideology,0.002422696645580671,0.8550765972813303,p =  0.86
stfdem,Openness,lapop,-0.02293507542277505,0.01125196271615024,under30,LAPOP,Sat. democracy,0.02293507542277505,0.0415181650259244,p =  0.04
polintr,Conscientiousness,lapop,-0.00806005607409258,0.010870883317303159,under30,LAPOP,Interest,0.00806005607409258,0.45842957889108343,p =  0.46
poleff,Extraversion,lapop,-0.037905962114217845,0.011504149707019549,under30,LAPOP,Efficacy,0.037905962114217845,9.842810905416259e-4,p < 0.01
involvement,Agreeableness,lapop,-6.026773580862161e-4,0.011375931812633668,under30,LAPOP,Involvement,6.026773580862161e-4,0.9577492094445571,p =  0.96
polpar,Neuroticism,lapop,0.0018981635661360241,0.010833098266040692,under30,LAPOP,Participation,0.0018981635661360241,0.860907633695501,p =  0.86
media,Openness,lapop,0.015817312860014157,0.011340974774650292,under30,LAPOP,Media use,0.015817312860014157,0.16310485276359793,p =  0.16
poltr,Conscientiousness,lapop,0.00876701266061116,0.010704119863602745,under30,LAPOP,Political trust,0.00876701266061116,0.4127683718483406,p =  0.41
knowledge,Extraversion,lapop,-0.0024279471008447654,0.012233749589926294,under30,LAPOP,Knowledge,0.0024279471008447654,0.842682801507039,p =  0.84
ideology,Agreeableness,lapop,-0.012029568069044901,0.013174883432361024,under30,LAPOP,Left-right ideology,0.012029568069044901,0.3612066351760304,p =  0.36
stfdem,Neuroticism,lapop,0.016415107144312553,0.01118091331480969,under30,LAPOP,Sat. democracy,0.016415107144312553,0.14206714377275803,p =  0.14
polintr,Openness,lapop,-0.03894945655163898,0.010990849781797743,under30,LAPOP,Interest,0.03894945655163898,3.943930033428587e-4,p < 0.01
poleff,Conscientiousness,lapop,0.010259080794180558,0.01120488820908376,under30,LAPOP,Efficacy,0.010259080794180558,0.3598821094131993,p =  0.36
involvement,Extraversion,lapop,-0.029727527757479156,0.011573389023304471,under30,LAPOP,Involvement,0.029727527757479156,0.010210717316046463,p =  0.01
polpar,Agreeableness,lapop,-0.015949803944446044,0.010821609514807177,under30,LAPOP,Participation,0.015949803944446044,0.1405126565163452,p =  0.14
media,Neuroticism,lapop,0.008071313072725537,0.01143187241241899,under30,LAPOP,Media use,0.008071313072725537,0.4801657717253564,p =  0.48
poltr,Openness,lapop,-0.02259778659535011,0.010898536475381736,under30,LAPOP,Political trust,0.02259778659535011,0.03812857587778233,p =  0.04
knowledge,Conscientiousness,lapop,-0.03875162554847255,0.012077073948650829,under30,LAPOP,Knowledge,0.03875162554847255,0.0013333967202814629,p < 0.01
ideology,Extraversion,lapop,0.004975615179516817,0.013475411574905907,under30,LAPOP,Left-right ideology,0.004975615179516817,0.7119513760192933,p =  0.71
stfdem,Agreeableness,lapop,-0.014663279896206326,0.011204338769578989,under30,LAPOP,Sat. democracy,0.014663279896206326,0.19063109977331574,p =  0.19
polintr,Neuroticism,lapop,-0.007231836048797405,0.010958366382218993,under30,LAPOP,Interest,0.007231836048797405,0.5092939888355724,p =  0.51
poleff,Openness,lapop,-0.05352302082582649,0.011415140740828816,under30,LAPOP,Efficacy,0.05352302082582649,2.7484605170208665e-6,p < 0.01
involvement,Conscientiousness,lapop,-0.024675019485791913,0.011335006819399822,under30,LAPOP,Involvement,0.024675019485791913,0.029489062193877223,p =  0.03
polpar,Extraversion,lapop,0.037566153397826825,0.011032373529308614,under30,LAPOP,Participation,0.037566153397826825,6.614381855050771e-4,p < 0.01
media,Agreeableness,lapop,0.0078109907703437205,0.011392386090023743,under30,LAPOP,Media use,0.0078109907703437205,0.4929448477433407,p =  0.49
poltr,Neuroticism,lapop,0.001457110029456707,0.010792558585964337,under30,LAPOP,Political trust,0.001457110029456707,0.8926034774199891,p =  0.89
knowledge,Openness,lapop,-0.02009055088335247,0.0123611790034681,under30,LAPOP,Knowledge,0.02009055088335247,0.1040999152308287,p =  0.1
ideology,Conscientiousness,lapop,0.024345914298701393,0.012987476684579412,under30,LAPOP,Left-right ideology,0.024345914298701393,0.06085211422587595,p =  0.06
stfdem,Extraversion,lapop,-0.012151024945753734,0.011398269189237429,under30,LAPOP,Sat. democracy,0.012151024945753734,0.28640500286045106,p =  0.29
polintr,Agreeableness,lapop,0.006021736978909501,0.010927504076678307,under30,LAPOP,Interest,0.006021736978909501,0.5815908771048792,p =  0.58
poleff,Neuroticism,lapop,-0.015052455514543218,0.01129438906752566,under30,LAPOP,Efficacy,0.015052455514543218,0.18261797218183323,p =  0.18
involvement,Openness,lapop,-0.02164636218713507,0.011524753567689465,under30,LAPOP,Involvement,0.02164636218713507,0.0603470466255245,p =  0.06
polpar,Conscientiousness,lapop,-0.011058563382966591,0.010728054274501797,under30,LAPOP,Participation,0.011058563382966591,0.3026309004003412,p =  0.3
media,Extraversion,lapop,-0.02090955638193494,0.011466813041281566,under30,LAPOP,Media use,0.02090955638193494,0.06823003546298584,p =  0.07
poltr,Agreeableness,lapop,-0.012686820215414913,0.010760137559969851,under30,LAPOP,Political trust,0.012686820215414913,0.23837530536440182,p =  0.24
knowledge,Neuroticism,lapop,0.01952506899600083,0.012015206109991804,under30,LAPOP,Knowledge,0.01952506899600083,0.10415619131992525,p =  0.1
ideology,Openness,sels,-0.08138235963013099,0.03350970909659787,under30,SELECTS,Left-right ideology,0.08138235963013099,0.015156396154056031,p =  0.02
stfdem,Conscientiousness,sels,-0.019204998549868277,0.03138428878459287,under30,SELECTS,Sat. democracy,0.019204998549868277,0.5405838461081522,p =  0.54
polintr,Extraversion,sels,0.0036045854701988417,0.02959501998597881,under30,SELECTS,Interest,0.0036045854701988417,0.9030597679459444,p =  0.9
poleff,Agreeableness,sels,-0.09811222264149799,0.03692713756046661,under30,SELECTS,Efficacy,0.09811222264149799,0.007885959610827371,p < 0.01
involvement,Neuroticism,sels,0.035147333250878564,0.03228011777074175,under30,SELECTS,Involvement,0.035147333250878564,0.2762319663827241,p =  0.28
polpar,Openness,sels,-0.02467518718005868,0.02891247252816633,under30,SELECTS,Participation,0.02467518718005868,0.3934129195892753,p =  0.39
media,Conscientiousness,sels,0.07105649689418321,0.03071920184153375,under30,SELECTS,Media use,0.07105649689418321,0.02071730077165221,p =  0.02
poltr,Extraversion,sels,-0.0030355965796239194,0.03071158245788926,under30,SELECTS,Political trust,0.0030355965796239194,0.9212636599121724,p =  0.92
knowledge,Agreeableness,sels,0.03592827739490276,0.03652813997697414,under30,SELECTS,Knowledge,0.03592827739490276,0.3253230124612907,p =  0.33
ideology,Neuroticism,sels,-0.025619503483055566,0.03385490733349194,under30,SELECTS,Left-right ideology,0.025619503483055566,0.44920315145490086,p =  0.45
stfdem,Openness,sels,-0.032127260311042946,0.03193583160907983,under30,SELECTS,Sat. democracy,0.032127260311042946,0.3144183760546484,p =  0.31
polintr,Conscientiousness,sels,0.05077182295775581,0.030752599469104008,under30,SELECTS,Interest,0.05077182295775581,0.09874334748306259,p =  0.1
poleff,Extraversion,sels,0.014175085363079524,0.033609017563422786,under30,SELECTS,Efficacy,0.014175085363079524,0.6731970312276209,p =  0.67
involvement,Agreeableness,sels,-0.02239467749380639,0.0337059866803511,under30,SELECTS,Involvement,0.02239467749380639,0.5064263608651727,p =  0.51
polpar,Neuroticism,sels,-0.007548580153805946,0.02875371422329287,under30,SELECTS,Participation,0.007548580153805946,0.7929164101692239,p =  0.79
media,Openness,sels,-0.04573552864394388,0.03139326397220192,under30,SELECTS,Media use,0.04573552864394388,0.1451555739662356,p =  0.15
poltr,Conscientiousness,sels,0.07913027480638786,0.031866688409380006,under30,SELECTS,Political trust,0.07913027480638786,0.013022041575337335,p =  0.01
knowledge,Extraversion,sels,0.05235963218612548,0.033103923568819554,under30,SELECTS,Knowledge,0.05235963218612548,0.11372389396640104,p =  0.11
ideology,Agreeableness,sels,-0.015212871338982163,0.03537472805210638,under30,SELECTS,Left-right ideology,0.015212871338982163,0.667159896568289,p =  0.67
stfdem,Neuroticism,sels,0.043990846564845594,0.03177762105403444,under30,SELECTS,Sat. democracy,0.043990846564845594,0.16625615678462863,p =  0.17
polintr,Openness,sels,-0.039143733201947695,0.031135987390160238,under30,SELECTS,Interest,0.039143733201947695,0.20868622461658284,p =  0.21
poleff,Conscientiousness,sels,0.036502736555305705,0.035276851822861714,under30,SELECTS,Efficacy,0.036502736555305705,0.30078549176168823,p =  0.3
involvement,Extraversion,sels,0.022288701128253093,0.03053321723935266,under30,SELECTS,Involvement,0.022288701128253093,0.46540114439014857,p =  0.47
polpar,Agreeableness,sels,-0.04609373072632952,0.03012803197408289,under30,SELECTS,Participation,0.04609373072632952,0.12603446116813585,p =  0.13
media,Neuroticism,sels,0.006893461904043686,0.031228021252714504,under30,SELECTS,Media use,0.006893461904043686,0.8252901839807204,p =  0.83
poltr,Openness,sels,0.036662493757953496,0.03229611586122732,under30,SELECTS,Political trust,0.036662493757953496,0.2562922684222566,p =  0.26
knowledge,Conscientiousness,sels,0.07524450977386953,0.034662529182657935,under30,SELECTS,Knowledge,0.07524450977386953,0.029948276277882258,p =  0.03
ideology,Extraversion,sels,-0.04277852182177426,0.03250154357489516,under30,SELECTS,Left-right ideology,0.04277852182177426,0.18810702522161696,p =  0.19
stfdem,Agreeableness,sels,-0.06141451382634325,0.033197821363780675,under30,SELECTS,Sat. democracy,0.06141451382634325,0.06431986981628905,p =  0.06
polintr,Neuroticism,sels,0.0786613461554247,0.031033564101628542,under30,SELECTS,Interest,0.0786613461554247,0.011253774933326029,p =  0.01
poleff,Openness,sels,-4.560920446269527e-4,0.03518902656869148,under30,SELECTS,Efficacy,4.560920446269527e-4,0.9896587474150853,p =  0.99
involvement,Conscientiousness,sels,-0.01447001522272287,0.031810110579366835,under30,SELECTS,Involvement,0.01447001522272287,0.6491903221105308,p =  0.65
polpar,Extraversion,sels,-0.02805249912484514,0.027440795879341794,under30,SELECTS,Participation,0.02805249912484514,0.3066428387586218,p =  0.31
media,Agreeableness,sels,-0.024826592246690524,0.032665782492717954,under30,SELECTS,Media use,0.024826592246690524,0.44724365045906384,p =  0.45
poltr,Neuroticism,sels,0.04311206041815061,0.03227372774196765,under30,SELECTS,Political trust,0.04311206041815061,0.18160639795573416,p =  0.18
knowledge,Openness,sels,0.016123422506941123,0.034636431665800244,under30,SELECTS,Knowledge,0.016123422506941123,0.641570055899118,p =  0.64
ideology,Conscientiousness,sels,-0.00727557274555602,0.03316169939050497,under30,SELECTS,Left-right ideology,0.00727557274555602,0.8263409151725525,p =  0.83
stfdem,Extraversion,sels,-0.041916953663042655,0.030305182945700688,under30,SELECTS,Sat. democracy,0.041916953663042655,0.16661543916344446,p =  0.17
polintr,Agreeableness,sels,-0.02910133926061512,0.03262821658967407,under30,SELECTS,Interest,0.02910133926061512,0.37244270863869355,p =  0.37
poleff,Neuroticism,sels,0.05334195021721339,0.035365568801252176,under30,SELECTS,Efficacy,0.05334195021721339,0.13147730900646673,p =  0.13
involvement,Openness,sels,-0.012126524447324,0.03199489960660706,under30,SELECTS,Involvement,0.012126524447324,0.7046772455528925,p =  0.7
polpar,Conscientiousness,sels,0.13083285936085598,0.028352795555825688,under30,SELECTS,Participation,0.13083285936085598,3.941174364156379e-6,p < 0.01
media,Extraversion,sels,-0.008067328744601077,0.0297392310714876,under30,SELECTS,Media use,0.008067328744601077,0.7861842178333187,p =  0.79
poltr,Agreeableness,sels,0.0019807031327930737,0.03337697134371116,under30,SELECTS,Political trust,0.0019807031327930737,0.9526785897085626,p =  0.95
knowledge,Neuroticism,sels,0.0022428630871944885,0.03467006050402514,under30,SELECTS,Knowledge,0.0022428630871944885,0.9484195188660842,p =  0.95
ideology,Openness,nzes,0.08167996130585839,0.07807910576049025,under30,NZES,Left-right ideology,0.08167996130585839,0.2955065358820902,p =  0.3
stfdem,Conscientiousness,nzes,-0.036751813193731726,0.06703321875288352,under30,NZES,Sat. democracy,0.036751813193731726,0.5835115383381966,p =  0.58
polintr,Extraversion,nzes,0.037750624243880364,0.060845180569247516,under30,NZES,Interest,0.037750624243880364,0.5349698709091901,p =  0.53
poleff,Agreeableness,nzes,-0.09105113627420311,0.07261426408154481,under30,NZES,Efficacy,0.09105113627420311,0.20987780165299538,p =  0.21
involvement,Neuroticism,nzes,0.050720865923143794,0.06596682229981697,under30,NZES,Involvement,0.050720865923143794,0.4419618910245527,p =  0.44
polpar,Openness,nzes,0.008123361354569014,0.06349102042431937,under30,NZES,Participation,0.008123361354569014,0.8981924645869144,p =  0.9
media,Conscientiousness,nzes,0.0026991853153795343,0.06695217928196678,under30,NZES,Media use,0.0026991853153795343,0.9678418974977424,p =  0.97
poltr,Extraversion,nzes,NA,NA,under30,NZES,Political trust,NA,NA,p =  NA
knowledge,Agreeableness,nzes,-0.1193410592503603,0.06497428127241546,under30,NZES,Knowledge,0.1193410592503603,0.0662478374360878,p =  0.07
ideology,Neuroticism,nzes,-0.043353330674035635,0.07442922079432128,under30,NZES,Left-right ideology,0.043353330674035635,0.5602452354617877,p =  0.56
stfdem,Openness,nzes,-4.7937351150018043e-4,0.06875906050271781,under30,NZES,Sat. democracy,4.7937351150018043e-4,0.9944373640010018,p =  0.99
polintr,Conscientiousness,nzes,0.0029255605825492447,0.062220223025657787,under30,NZES,Interest,0.0029255605825492447,0.962497726876757,p =  0.96
poleff,Extraversion,nzes,-0.07662146204423505,0.06822826426023604,under30,NZES,Efficacy,0.07662146204423505,0.2614305147774498,p =  0.26
involvement,Agreeableness,nzes,-0.06950888271270196,0.07114882745268046,under30,NZES,Involvement,0.06950888271270196,0.32859365782895156,p =  0.33
polpar,Neuroticism,nzes,-0.11683987590266079,0.05986177639363996,under30,NZES,Participation,0.11683987590266079,0.05095865932024254,p =  0.05
media,Openness,nzes,-0.1268668862212571,0.07073572129872584,under30,NZES,Media use,0.1268668862212571,0.07288765803746637,p =  0.07
poltr,Conscientiousness,nzes,NA,NA,under30,NZES,Political trust,NA,NA,p =  NA
knowledge,Extraversion,nzes,0.005732405762045773,0.05941329808317777,under30,NZES,Knowledge,0.005732405762045773,0.9231365402297287,p =  0.92
ideology,Agreeableness,nzes,-0.05687513185547293,0.07766365285743614,under30,NZES,Left-right ideology,0.05687513185547293,0.4639694594611863,p =  0.46
stfdem,Neuroticism,nzes,4.5524339408937385e-4,0.06552374450173497,under30,NZES,Sat. democracy,4.5524339408937385e-4,0.9944565324211683,p =  0.99
polintr,Openness,nzes,-0.04964323698899452,0.06508241588703279,under30,NZES,Interest,0.04964323698899452,0.4455976186264295,p =  0.45
poleff,Conscientiousness,nzes,-0.021082861722966615,0.07106407788754132,under30,NZES,Efficacy,0.021082861722966615,0.766715435894025,p =  0.77
involvement,Extraversion,nzes,-0.0023748956348417873,0.06521524057921346,under30,NZES,Involvement,0.0023748956348417873,0.9709504433299391,p =  0.97
polpar,Agreeableness,nzes,-0.19281010429398385,0.06492174471313511,under30,NZES,Participation,0.19281010429398385,0.0029791142167095185,p < 0.01
media,Neuroticism,nzes,-0.007352812542439602,0.06657458751666488,under30,NZES,Media use,0.007352812542439602,0.9120566782996048,p =  0.91
poltr,Openness,nzes,NA,NA,under30,NZES,Political trust,NA,NA,p =  NA
knowledge,Conscientiousness,nzes,0.07885250647585543,0.060375094006616316,under30,NZES,Knowledge,0.07885250647585543,0.19153772342561534,p =  0.19
ideology,Extraversion,nzes,0.07894443725911879,0.07248352894551593,under30,NZES,Left-right ideology,0.07894443725911879,0.27609381637906083,p =  0.28
stfdem,Agreeableness,nzes,-0.10113703968433944,0.0712955299756176,under30,NZES,Sat. democracy,0.10113703968433944,0.15602711894785218,p =  0.16
polintr,Neuroticism,nzes,0.05524668302869319,0.06178908831514952,under30,NZES,Interest,0.05524668302869319,0.3712592187013576,p =  0.37
poleff,Openness,nzes,-0.08811804442562678,0.07220391509594827,under30,NZES,Efficacy,0.08811804442562678,0.22231124945504543,p =  0.22
involvement,Conscientiousness,nzes,-0.020331517652203465,0.0665072407055356,under30,NZES,Involvement,0.020331517652203465,0.7598301632631412,p =  0.76
polpar,Extraversion,nzes,0.17415624036927635,0.059319837483342366,under30,NZES,Participation,0.17415624036927635,0.0033259725040072287,p < 0.01
media,Agreeableness,nzes,-0.03638680107142337,0.07055004055871349,under30,NZES,Media use,0.03638680107142337,0.6060229127354655,p =  0.61
poltr,Neuroticism,nzes,NA,NA,under30,NZES,Political trust,NA,NA,p =  NA
knowledge,Openness,nzes,-0.05504415051086263,0.06346971470028731,under30,NZES,Knowledge,0.05504415051086263,0.3858046968869448,p =  0.39
ideology,Conscientiousness,nzes,0.008606058051712377,0.07525085252464038,under30,NZES,Left-right ideology,0.008606058051712377,0.9089485178838892,p =  0.91
stfdem,Extraversion,nzes,-0.015793507029368596,0.0647539842707096,under30,NZES,Sat. democracy,0.015793507029368596,0.807308146394391,p =  0.81
polintr,Agreeableness,nzes,-0.14826355952879502,0.06705460620962803,under30,NZES,Interest,0.14826355952879502,0.027029821836840114,p =  0.03
poleff,Neuroticism,nzes,-0.02908532046764396,0.06772434260659872,under30,NZES,Efficacy,0.02908532046764396,0.6675839390989351,p =  0.67
